fold,feature,feature_group,std_coef,mean_abs_shap,mean_shap,perm_mae_increase,n_val
1,is_year_end,calendar,0.13527571628540938,0.03251514417894481,0.021736321010507632,0.018696516602960678,2980
1,is_year_start,calendar,0.21266353920136036,0.04212098669347055,0.01813762221963801,0.002631943772239076,2980
1,load_forecast_error_lag_24,historical_load,0.22654342571832944,0.14295233599034673,-0.0005993123711640719,0.00456363443711183,2980
1,month,calendar,188.28068367293696,287.21520453480014,223.2763045691646,165.6321277004937,2980
1,month_cos,calendar,-0.5190238306095313,0.6012156079020172,-0.6012156079020172,-0.07431013784427609,2980
1,month_sin,calendar,-1.6682910727520162,1.4395686017404072,1.2207651670129034,-0.15233143011254668,2980
1,pressure_barcelona_lag_168,historical_weather,0.047717710219108714,0.0014599711442789577,-0.0014599711442789577,4.4829550205349733e-07,2980
1,pressure_barcelona_lag_24,historical_weather,-0.2759289965981871,0.008440046414213965,0.008440046414213965,-3.30089790168131e-06,2980
1,pressure_bilbao_lag_168,historical_weather,0.13696756021289225,0.2000920601174515,-0.08493600530211973,0.06500761323125381,2980
1,pressure_bilbao_lag_24,historical_weather,0.1551795848251082,0.2304301270377737,-0.08897399204470996,0.07370698495592443,2980
1,pressure_madrid_lag_168,historical_weather,-0.16961259236651866,0.14984265520498624,0.001327363085341432,-0.01835651391840898,2980
1,pressure_madrid_lag_24,historical_weather,-0.5251669395179337,0.47013460681012753,-0.0020508567691896887,-0.011071709310389366,2980
1,pressure_seville_lag_168,historical_weather,0.10195053073493149,0.08493356397885454,0.024689807897058012,0.0026646961004175296,2980
1,pressure_seville_lag_24,historical_weather,-0.17374351678141137,0.1447061019106156,-0.05428561271752689,0.008534247101158243,2980
1,pressure_valencia_lag_168,historical_weather,0.06332948536961343,0.04801626126345594,-0.011544861305486907,0.009746646191283403,2980
1,pressure_valencia_lag_24,historical_weather,-0.20261320765826246,0.15654334848276416,0.033110878377408996,-0.00987639877544133,2980
