rank_mean_abs_shap,feature,feature_group,mean_abs_shap,std_abs_shap,mean_shap,mean_std_coef,std_std_coef,mean_abs_std_coef,direction,n_folds_pos_coef,n_folds_neg_coef,mean_perm_mae_increase,std_perm_mae_increase
137,wind_deg_cos_bilbao_lag_24,historical_weather,0.07976110233539443,0.017383609226474823,0.013800682065623834,0.06386504400508435,0.0677825472677554,0.09036391596261542,+,3,1,-0.0005123511347726595,0.005875857191145176
138,wind_deg_cos_seville_lag_168,historical_weather,0.07774925556813908,0.03980776162766285,0.010683201673321095,0.08286925179960053,0.04314803344825802,0.08286925179960053,+,4,0,0.0023079216410701875,0.00832519974582386
139,wind_deg_sin_valencia_lag_168,historical_weather,0.075133294050184,0.018184467364313492,0.006902287019876117,-0.08919111547473642,0.02248783055657937,0.08919111547473642,-,0,4,0.00224558090095317,0.0029422861220709906
140,wind_deg_sin_madrid_lag_168,historical_weather,0.07032931897159095,0.011354585474414876,0.0019096981779104516,0.09135342525475339,0.013828820917823167,0.09135342525475339,+,4,0,-0.0021649497380260563,0.004282505835548951
141,wind_deg_cos_valencia_lag_24,historical_weather,0.07003216202549466,0.0425826683152587,-0.008469405064944662,-0.08054487099003815,0.04981309335505148,0.08054487099003815,-,0,4,-0.001806381835159021,0.004860861249908263
142,is_weekend,calendar,0.06481253228127763,0.04116858086258252,-0.0004841100524700027,0.07192631512366443,0.04567572418623476,0.07192631512366443,+,4,0,0.004903182415864071,0.004327450854353593
143,wind_deg_sin_barcelona_lag_168,historical_weather,0.06108017975925388,0.03511589529883048,0.005271856961656469,0.06394898586095112,0.03688898491018314,0.06394898586095112,+,4,0,-0.0027223605943498264,0.0032559185990262266
144,rain_1h_national_max_lag_24,weather_aggregate,0.0586350768230431,0.022208575810703554,0.031046781499639305,-0.17062356968494247,0.06741451882631959,0.17062356968494247,-,0,4,-0.0010646910080625016,0.0011059891174101158
145,wind_deg_sin_barcelona_lag_24,historical_weather,0.05762398420481067,0.030855308957981692,-0.0019744760203262894,-0.0585250290729187,0.03640442905819588,0.060789041611867704,-,1,3,0.0004728880572331118,0.0020056502108187716
146,pressure_seville_lag_168,historical_weather,0.05660001965165341,0.03737140812885798,0.031174229554580764,-0.01622567853496778,0.08395756456927783,0.07110164117178036,0,2,2,0.000996660418111972,0.0014239098424171754
147,pressure_valencia_lag_168,historical_weather,0.05656459945410439,0.020026157465503867,0.0016307211395748327,0.136918959276601,0.045742872906465434,0.136918959276601,+,4,0,0.004442606274151606,0.007677977547510028
148,wind_deg_cos_bilbao_lag_168,historical_weather,0.0553338563062209,0.06647285549302201,0.0031285001529035355,-0.047897954419151886,0.07487171649942903,0.05792601291391637,0,2,2,-0.003407688810230569,0.006306224425642334
149,rain_1h_seville_lag_168,historical_weather,0.049984176250694845,0.013396705196061188,-0.003112463237807588,0.1391557524283698,0.02521890828923844,0.1391557524283698,+,4,0,0.0038226188928591753,0.001957320533680752
150,wind_deg_cos_valencia_lag_168,historical_weather,0.04675816298407212,0.009351295397687365,0.0004227903221624724,0.033958695294043495,0.04259997383220948,0.05339050106255173,+,3,1,-0.002065271045769812,0.003028927489289071
151,rain_1h_barcelona_lag_24,historical_weather,0.04486867137340489,0.006491646930386817,-0.02683247151617916,0.2142248739577845,0.030345560949195577,0.2142248739577845,+,4,0,0.0004974656765661667,0.0006989675548121985
152,rain_1h_bilbao_lag_24,historical_weather,0.039505793441564914,0.007882955286921688,-0.018612041538586577,0.10015845073530856,0.018099635749234746,0.10015845073530856,+,4,0,0.0012472283103308612,0.001077024813006293
153,rain_3h_bilbao_lag_24,historical_weather,0.03553611616718544,0.04416610949326656,-0.00689099097259378,0.1644341588048011,0.09819916767032011,0.1644341588048011,+,4,0,-0.005016837526490736,0.008590528079508834
154,wind_deg_sin_bilbao_lag_168,historical_weather,0.02710241875519708,0.015303361177770635,-0.0040351072445807485,-0.034437652058086146,0.019553716765832452,0.034437652058086146,-,0,4,-0.0008464518590016734,0.0020803823151217984
155,rain_1h_madrid_lag_168,historical_weather,0.02650242813813335,0.011552459670295964,-0.00035116120334830717,0.06722158382519854,0.026241940418209885,0.06722158382519854,+,4,0,0.0031893724144498314,0.0031127141206856654
156,wind_deg_sin_valencia_lag_24,historical_weather,0.0244249398427921,0.01556428283661304,-0.0029434810834348215,0.025886156610428097,0.02112880447860335,0.02835806188097368,+,3,1,-6.185027945515564e-05,0.0004115914967902226
157,rain_1h_valencia_lag_168,historical_weather,0.024072151658631726,0.011714086852876258,-0.007871817032644642,0.111641222870489,0.0365253090964561,0.111641222870489,+,4,0,-0.0008608240642704601,0.0017677535772328322
158,rain_1h_seville_lag_24,historical_weather,0.022100534289667104,0.010544756406511454,-0.00010001720172599728,0.05883131921076513,0.020557974127449814,0.05883131921076513,+,4,0,0.000152204525940558,0.0007263457356042
159,wind_deg_sin_bilbao_lag_24,historical_weather,0.022023025118608663,0.012006421830200398,-0.002186964638028424,0.008114448975272586,0.030678318001966978,0.027518347839431113,0,2,2,-0.001185767999539511,0.0007608368513750954
160,wind_deg_sin_seville_lag_168,historical_weather,0.02053827091963168,0.009941487961850985,-0.002034561340015469,-0.011002671590363819,0.023857127298920845,0.02365397068066961,0,2,2,0.000846250273660587,0.0018466595408816475
161,wind_deg_cos_barcelona_lag_168,historical_weather,0.01770246993489048,0.015644748045968312,-0.0024565085261393925,-0.02096182475573798,0.018543681951808152,0.02096182475573798,-,0,4,9.465943809594535e-05,0.0006514329315054119
162,is_year_start,calendar,0.01644358482744392,0.015126219480693976,0.00015173093556241225,0.10538669290212682,0.10842762983714443,0.13331144245397059,+,3,1,0.0017678874518680665,0.0018798620693030088
163,rain_3h_valencia_lag_168,historical_weather,0.010864607398082699,0.00194659890777747,-0.009013523270954922,0.11565753729578507,0.015771286558483363,0.11565753729578507,+,4,0,0.00022688534727866028,0.0003929769489795487
164,rain_3h_bilbao_lag_168,historical_weather,0.010636464817394482,0.004637160290123244,-0.005827007922102245,0.07850261234952619,0.015289512558061222,0.07850261234952619,+,4,0,-0.0012739898873854738,0.0020448582491092654
165,is_year_end,calendar,0.010302836704642765,0.01286276598328071,0.003551625447908242,0.06498197310404488,0.05397775811009723,0.07150059296191646,+,3,1,0.004966891487578895,0.007941206543422572
166,rain_1h_madrid_lag_24,historical_weather,0.008508459798491486,0.001181438696147547,-0.00019734137893411073,0.021812737590670032,0.003970176880507254,0.021812737590670032,+,4,0,-0.0001942141860111768,0.0005967291428637426
167,rain_3h_valencia_lag_24,historical_weather,0.007230920617979074,0.002269910812947749,-0.005662209604173978,0.07474662074946581,0.006475542010167866,0.07474662074946581,+,4,0,-0.0004531382702737119,0.0007848585069679468
168,pressure_barcelona_lag_24,historical_weather,0.006796603655742667,0.0010204945158528748,0.006796603655742667,-0.24785378775907174,0.016609561298329745,0.24785378775907174,-,0,4,5.310421567594759e-06,6.608099564908459e-06
169,is_month_end,calendar,0.00640834520871724,0.003705441747265183,5.613735406051775e-07,-0.005283142889302948,0.020287995911542598,0.018148433243302665,0,2,2,7.017429914446538e-05,0.0005042816660543332
170,rain_3h_barcelona_lag_24,historical_weather,0.005403058462493519,0.0021985811836124024,-0.004259952687764667,0.04338867998438646,0.01290036905795738,0.04338867998438646,+,4,0,0.00027154183957134315,0.0007393909623560135
171,snow_3h_bilbao_lag_24,historical_weather,0.005395687764315299,0.0011694091742592866,-0.005395687764315299,0.08170009360784994,0.01134393961772282,0.08170009360784994,+,4,0,0.0,0.0
172,rain_1h_valencia_lag_24,historical_weather,0.004678384416470456,0.0024356393460539484,-0.002274541864160177,0.01474002109161851,0.02637586805705633,0.025417167719535453,0,2,2,-9.842911872226523e-05,0.00010156755427705699
173,rain_3h_madrid_lag_168,historical_weather,0.002916724059255137,0.0009925236005722538,-0.002916724059255137,0.04131159494634046,0.011923903551075551,0.04131159494634046,+,4,0,0.0,0.0
174,snow_3h_bilbao_lag_168,historical_weather,0.002622271272121492,0.001646205962370981,-0.002622271272121492,0.03838783187220236,0.020697825095385432,0.03838783187220236,+,4,0,0.0,0.0
175,rain_3h_madrid_lag_24,historical_weather,0.0021874170843242556,0.0003788272175891905,-0.0021874170843242556,0.031881521988247674,0.0066730650782096165,0.031881521988247674,+,4,0,0.0,0.0
176,rain_3h_seville_lag_168,historical_weather,0.0018310003569557687,0.0008893937139401262,0.001821996154992759,-0.024605853330802424,0.010182505282654452,0.024605853330802424,-,0,4,9.69386383342652e-06,1.6790264681149136e-05
177,rain_3h_barcelona_lag_168,historical_weather,0.001339075539887803,0.0008998530792948235,0.0006417605797402345,-0.006792115374125985,0.009997806390664839,0.010473749635449645,-,1,3,-8.182605736295478e-05,0.00019738394425293035
178,pressure_barcelona_lag_168,historical_weather,0.0013253137098491875,0.00039283367725996457,-0.0013253137098491875,0.04800788789063478,0.01221453038920448,0.04800788789063478,+,4,0,-4.00183510773644e-08,8.254413188547436e-07
179,snow_3h_valencia_lag_24,historical_weather,0.0009191769987612957,0.00018169879276903905,-0.0009191769987612957,0.05176330591850431,0.006256796816526842,0.05176330591850431,+,4,0,0.0,0.0
180,snow_3h_madrid_lag_24,historical_weather,0.0005563026890769596,0.0001120298543112245,0.0005563026890769596,-0.0757993433687491,0.009293595426057627,0.0757993433687491,-,0,4,0.0,0.0
181,rain_3h_seville_lag_24,historical_weather,0.0004945659154611536,0.00034767818479413786,-0.00039881354973468034,0.005526632314164512,0.006101422094328101,0.006817349332030275,+,3,1,2.5028166819041076e-06,4.335005655088867e-06
182,snow_3h_valencia_lag_168,historical_weather,0.0004896155366552225,0.00022743309500848762,0.0004896155366552225,-0.027153759515914512,0.010254706201749503,0.027153759515914512,-,0,4,0.0,0.0
183,snow_3h_madrid_lag_168,historical_weather,0.0003230818821886698,4.110023983958675e-05,0.0003230818821886698,-0.04444143566505192,0.0036199257492736496,0.04444143566505192,-,0,4,0.0,0.0
184,snow_3h_barcelona_lag_168,historical_weather,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
185,snow_3h_barcelona_lag_24,historical_weather,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
186,snow_3h_seville_lag_168,historical_weather,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
187,snow_3h_seville_lag_24,historical_weather,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
